CH0,CH1
-0.174908424908425,-0.169719169719170
-0.115079365079365,-0.120268620268620
0.148962148962149,0.149572649572650
0.141941391941392,0.151709401709402
-0.123626373626374,-0.116605616605617
-0.169413919413919,-0.171245421245421
0.089438339438339,0.085470085470085
0.183760683760684,0.192307692307692
-0.054945054945055,-0.046092796092796
-0.197191697191697,-0.199023199023199
0.013736263736264,0.010073260073260
0.197802197802198,0.202991452991453
0.024114774114774,0.032051282051282
-0.195970695970696,-0.193528693528694
-0.062576312576313,-0.068681318681319
0.181013431013431,0.182539682539683
0.096764346764347,0.106837606837607
-0.165750915750916,-0.158119658119658
-0.130341880341880,-0.134615384615385
0.136141636141636,0.135836385836386
0.155677655677656,0.164224664224664
-0.108058608058608,-0.100427350427350
-0.178876678876679,-0.181318681318681
0.070512820512821,0.066544566544567
0.190170940170940,0.197496947496947
-0.034798534798535,-0.025946275946276
-0.199023199023199,-0.199938949938950
-0.005799755799756,-0.010073260073260
0.196275946275946,0.200244200244200
0.042429792429792,0.051892551892552
-0.191391941391941,-0.187423687423687
-0.082722832722833,-0.085775335775336
0.172466422466422,0.173382173382173
0.113858363858364,0.123015873015873
-0.151098901098901,-0.145909645909646
-0.144688644688645,-0.148656898656899
0.121184371184371,0.120879120879121
0.167582417582418,0.176434676434676
-0.090048840048840,-0.083028083028083
-0.187728937728938,-0.190170940170940
0.053724053724054,0.047619047619048
0.193833943833944,0.202380952380952
-0.016788766788767,-0.006105006105006
-0.200549450549451,-0.200549450549451
-0.024114774114774,-0.030219780219780
0.192918192918193,0.196275946275946
0.061965811965812,0.069902319902320
-0.184065934065934,-0.179181929181929
-0.098290598290598,-0.105006105006105
0.162698412698413,0.163308913308913
0.128815628815629,0.136752136752137
-0.139194139194139,-0.131868131868132
-0.157814407814408,-0.162698412698413
0.104700854700855,0.103479853479853
0.175824175824176,0.183760683760684
-0.074481074481074,-0.064102564102564
-0.193223443223443,-0.193528693528694
0.033577533577534,0.030219780219780
0.198412698412698,0.202380952380952
0.004884004884005,0.013736263736264
-0.199633699633700,-0.198107448107448
-0.045177045177045,-0.049145299145299
0.188644688644689,0.190170940170940
0.078754578754579,0.090048840048840
-0.175213675213675,-0.170634920634921
-0.116300366300366,-0.121184371184371
0.150488400488400,0.149267399267399
0.141941391941392,0.152319902319902
-0.122710622710623,-0.117521367521368
-0.170329670329670,-0.172466422466422
0.089743589743590,0.085164835164835
0.183455433455433,0.193223443223443
-0.054029304029304,-0.044566544566545
-0.197802197802198,-0.199023199023199
0.014041514041514,0.009462759462759
0.197802197802198,0.202991452991453
0.023809523809524,0.032661782661783
-0.196886446886447,-0.193833943833944
-0.063797313797314,-0.068986568986569
0.180097680097680,0.182844932844933
0.096153846153846,0.106837606837607
-0.166056166056166,-0.159951159951160
-0.130647130647131,-0.134920634920635
0.136752136752137,0.135225885225885
0.154761904761905,0.164529914529915
-0.108363858363858,-0.100427350427350
-0.179181929181929,-0.181318681318681
0.070207570207570,0.067155067155067
0.189865689865690,0.197802197802198
-0.034493284493284,-0.025946275946276
-0.199938949938950,-0.199633699633700
-0.005494505494505,-0.009768009768010
0.195665445665446,0.201159951159951
0.041514041514042,0.051587301587302
-0.189560439560440,-0.188034188034188
