CH0,CH1
0.008241758241758,0.010378510378510
-0.030219780219780,-0.026556776556777
-0.067765567765568,-0.065934065934066
-0.102564102564103,-0.098595848595849
-0.134310134310134,-0.130341880341880
-0.159340659340659,-0.156593406593407
-0.179487179487179,-0.176739926739927
-0.191697191697192,-0.189865689865690
-0.198107448107448,-0.195970695970696
-0.195054945054945,-0.193223443223443
-0.186202686202686,-0.183455433455433
-0.170634920634921,-0.167582417582418
-0.146214896214896,-0.144993894993895
-0.117521367521368,-0.115384615384615
-0.085775335775336,-0.083943833943834
-0.048229548229548,-0.046092796092796
-0.010989010989011,-0.008241758241758
0.028693528693529,0.028388278388278
0.065323565323565,0.067155067155067
0.099511599511600,0.101953601953602
0.129120879120879,0.133699633699634
0.155677655677656,0.159035409035409
0.175518925518926,0.179181929181929
0.188339438339438,0.192002442002442
0.192918192918193,0.196886446886447
0.191697191697192,0.195054945054945
0.181929181929182,0.187118437118437
0.165445665445665,0.169413919413919
0.142551892551893,0.147435897435897
0.114163614163614,0.118131868131868
0.079975579975580,0.084249084249084
0.044566544566545,0.047924297924298
0.007020757020757,0.010378510378510
-0.031135531135531,-0.027167277167277
-0.068681318681319,-0.065628815628816
-0.103479853479853,-0.098595848595849
-0.134004884004884,-0.130341880341880
-0.159340659340659,-0.157203907203907
-0.179181929181929,-0.176434676434676
-0.192612942612943,-0.189865689865690
-0.198107448107448,-0.194749694749695
-0.194749694749695,-0.193223443223443
-0.184981684981685,-0.184371184371184
-0.169719169719170,-0.167887667887668
-0.147741147741148,-0.144993894993895
-0.117521367521368,-0.116605616605617
-0.084859584859585,-0.083638583638584
-0.047924297924298,-0.047313797313797
-0.010378510378510,-0.008547008547009
0.028388278388278,0.029914529914530
0.065934065934066,0.066849816849817
0.098901098901099,0.102258852258852
0.129731379731380,0.133394383394383
0.156288156288156,0.159035409035409
0.175518925518926,0.179181929181929
0.188034188034188,0.191697191697192
0.193528693528694,0.198412698412698
0.192612942612943,0.196581196581197
0.182234432234432,0.185592185592186
0.165750915750916,0.170634920634921
0.140720390720391,0.147741147741148
0.113858363858364,0.119047619047619
0.080891330891331,0.084859584859585
0.045482295482295,0.048534798534799
0.007936507936508,0.011294261294261
-0.031746031746032,-0.028083028083028
-0.066849816849817,-0.064713064713065
-0.102869352869353,-0.098901098901099
-0.133394383394383,-0.129426129426129
-0.158424908424908,-0.156898656898657
-0.179792429792430,-0.176739926739927
-0.190781440781441,-0.188949938949939
-0.196886446886447,-0.195360195360195
-0.195970695970696,-0.193528693528694
-0.184676434676435,-0.182844932844933
-0.169413919413919,-0.166971916971917
-0.146825396825397,-0.144688644688645
-0.116605616605617,-0.116300366300366
-0.083943833943834,-0.083333333333333
