CH0,CH1
-0.189865689865690,-0.187728937728938
-0.174908424908425,-0.174908424908425
-0.079975579975580,-0.079670329670330
0.051892551892552,0.050671550671551
0.157509157509158,0.158424908424908
0.191391941391941,0.195360195360195
0.137057387057387,0.142857142857143
0.022893772893773,0.025946275946276
-0.105006105006105,-0.101648351648352
-0.185592185592186,-0.182539682539683
-0.181929181929182,-0.182234432234432
-0.096764346764347,-0.096764346764347
0.032661782661783,0.030830280830281
0.145299145299145,0.145299145299145
0.192002442002442,0.195054945054945
0.150488400488400,0.155067155067155
0.041208791208791,0.045177045177045
-0.087606837606838,-0.083638583638584
-0.178876678876679,-0.176129426129426
-0.188339438339438,-0.187728937728938
-0.112332112332112,-0.114163614163614
0.014346764346764,0.014041514041514
0.132173382173382,0.132783882783883
0.190781440781441,0.193223443223443
0.163308913308913,0.165750915750916
0.059523809523810,0.063797313797314
-0.071428571428571,-0.068681318681319
-0.170940170940171,-0.166361416361416
-0.192002442002442,-0.191086691086691
-0.127899877899878,-0.127899877899878
-0.005494505494505,-0.006715506715507
0.117521367521368,0.118437118437118
0.188644688644689,0.190476190476190
0.171245421245421,0.174908424908425
0.076617826617827,0.081501831501832
-0.053113553113553,-0.048840048840049
-0.159951159951160,-0.156593406593407
-0.196581196581197,-0.193528693528694
-0.141636141636142,-0.141025641025641
-0.023199023199023,-0.024114774114774
0.103785103785104,0.102564102564103
0.182844932844933,0.184371184371184
0.178876678876679,0.182844932844933
0.093101343101343,0.100122100122100
-0.034798534798535,-0.030525030525031
-0.149572649572650,-0.145299145299145
-0.195970695970696,-0.194749694749695
-0.155677655677656,-0.155067155067155
-0.043040293040293,-0.044261294261294
0.086080586080586,0.086080586080586
0.176434676434676,0.176434676434676
0.185286935286935,0.189255189255189
0.109279609279609,0.114468864468864
-0.015873015873016,-0.010683760683761
-0.136141636141636,-0.131868131868132
-0.194139194139194,-0.192612942612943
-0.166056166056166,-0.164529914529915
-0.061660561660562,-0.061965811965812
0.071123321123321,0.068986568986569
0.166971916971917,0.168498168498169
0.189255189255189,0.193528693528694
0.124847374847375,0.129426129426129
0.003052503052503,0.007936507936508
-0.120879120879121,-0.115995115995116
-0.190170940170940,-0.187728937728938
-0.173992673992674,-0.173382173382173
-0.078754578754579,-0.080891330891331
0.050671550671551,0.049755799755800
0.157509157509158,0.156898656898657
0.191086691086691,0.195665445665446
0.137973137973138,0.142857142857143
0.021978021978022,0.026862026862027
-0.104395604395604,-0.101648351648352
-0.184981684981685,-0.181623931623932
-0.181929181929182,-0.181929181929182
-0.096153846153846,-0.096764346764347
0.032967032967033,0.030219780219780
